Id,Name,Latitude,Longitude,Country,CountryCode,Status,ReactorType,ReactorModel,ConstructionStartAt,OperationalFrom,OperationalTo,Capacity,LastUpdatedAt,Source,IAEAId
714,Tsuruga-2,35.672,136.079,Japan,JP,Operational,PWR,M (4-loop),1982-11-06,1987-02-17,,1115.0,2015-05-24,WNA/IAEA,360.0
715,Tsuruga-3,,,Japan,JP,Planned,PWR,,,,,,,WNA,
716,Tsuruga-4,,,Japan,JP,Planned,PWR,,,,,,,WNA,
717,Turkey Point-3,25.435,-80.33,United States,US,Operational,PWR,WH 3LP (DRYAMB),1967-04-27,1972-12-14,,693.0,2017-02-10,WNA/IAEA,613.0
718,Turkey Point-4,25.435,-80.33,United States,US,Operational,PWR,WH 3LP (DRYAMB),1967-04-27,1973-09-07,,693.0,2017-02-10,WNA/IAEA,614.0
725,Unterweser,53.429,8.477,Germany,DE,Shutdown,PWR,PWR,1972-07-01,1979-09-06,2011-08-06,1230.0,2015-05-24,WNA/IAEA,90.0
726,Vandellos-1,40.949,0.867,Spain,ES,Shutdown,GCR,,1968-06-21,1972-08-02,1990-07-31,480.0,2015-05-24,WNA/IAEA,150.0
727,Vandellos-2,40.949,0.867,Spain,ES,Operational,PWR,WH 3LP,1980-12-29,1988-03-08,,930.0,2017-02-10,WNA/IAEA,146.0
728,Vermont Yankee,42.779,-72.514,United States,US,Shutdown,BWR,BWR-4 (Mark 1),1967-12-11,1972-11-30,2014-12-29,514.0,2015-05-24,WNA/IAEA,626.0
729,Visaginas-1,55.6057,26.575842,Lithuania,LT,Planned,,,,,,,,WNA,
730,Visaginas-2,55.6057,26.575842,Lithuania,LT,Planned,,,,,,,,WNA,
731,Vogtle-1,33.143,-81.76,United States,US,Operational,PWR,WH 4LP (DRYAMB),1976-08-01,1987-06-01,,1122.0,2017-02-10,WNA/IAEA,718.0
732,Vogtle-2,33.143,-81.76,United States,US,Operational,PWR,WH 4LP (DRYAMB),1976-08-01,1989-05-20,,1101.0,2017-02-10,WNA/IAEA,719.0
733,Vogtle-3,33.1399,-81.7686,United States,US,Under Construction,PWR,AP-1000,2013-03-12,,,1117.0,2015-05-24,WNA/IAEA,1042.0
734,Vogtle-4,33.1399,-81.7712,United States,US,Under Construction,PWR,AP-1000,2013-11-19,,,1117.0,2015-05-24,WNA/IAEA,1043.0
735,Waterford-3,29.994,-90.471,United States,US,Operational,PWR,CE 2LP (DRYAMB),1974-11-14,1985-09-24,,1104.0,2017-02-10,WNA/IAEA,695.0
736,Watts Bar-1,35.601,-84.789,United States,US,Operational,PWR,WH 4LP (ICECND),1973-07-20,1996-05-27,,1218.0,2017-02-10,WNA/IAEA,699.0
737,Watts Bar-2,35.601,-84.789,United States,US,Operational,PWR,WH 4LP (ICECND),1973-09-01,2016-10-19,,1165.0,2017-02-10,WNA/IAEA,700.0
738,Windscale AGR,54.426,-3.505,United Kingdom,GB,Shutdown,GCR,AGR,1958-11-01,1963-03-01,1981-04-03,32.0,2015-05-24,WNA/IAEA,268.0
739,Winfrith SGHWR,50.68,-2.272,United Kingdom,GB,Shutdown,SGHWR,,1963-05-01,1968-01-01,1990-09-11,92.0,2015-05-24,WNA/IAEA,239.0
740,Wolf Creek,38.239,-95.691,United States,US,Operational,PWR,WH 4LP (DRYAMB),1977-05-31,1985-09-03,,1170.0,2017-02-10,WNA/IAEA,751.0
741,Wolsong-1,35.71,129.476,South Korea,KR,Shutdown,PHWR,CANDU 6,1977-10-30,1983-04-22,2019-12-24,629.0,2020-04-18,WNA/IAEA,407.0
742,Wolsong-2,35.71,129.476,South Korea,KR,Operational,PHWR,CANDU 6,1992-09-25,1997-07-01,,596.0,2021-02-14,WNA/IAEA,408.0
743,Wolsong-3,35.71,129.476,South Korea,KR,Operational,PHWR,CANDU 6,1994-03-17,1998-07-01,,627.0,2021-02-14,WNA/IAEA,400.0
744,Wolsong-4,35.71,129.476,South Korea,KR,Operational,PHWR,CANDU 6,1994-07-22,1999-10-01,,600.0,2021-02-14,WNA/IAEA,401.0
745,Wolsong-5,35.7101,129.481,South Korea,KR,Planned,PHWR,,,,,,,WNA,
746,Wolsong-6,35.7101,129.481,South Korea,KR,Planned,PHWR,,,,,,,WNA,
747,Wuergassen,51.639,9.393,Germany,DE,Shutdown,BWR,,1968-01-26,1975-11-11,1994-08-26,640.0,2015-05-24,WNA/IAEA,136.0
748,Wuhu-1,,,China,CN,Planned,PWR,,,,,,,WNA,
749,Wuhu-2,,,China,CN,Planned,PWR,,,,,,,WNA,
750,Wylfa-1,53.416,-4.48,United Kingdom,GB,Shutdown,GCR,MAGNOX,1963-09-01,1971-11-01,2015-12-30,550.0,2016-03-09,WNA/IAEA,240.0
751,Wylfa-2,53.416,-4.48,United Kingdom,GB,Shutdown,GCR,MAGNOX,1963-09-01,1972-01-03,2012-04-25,550.0,2015-05-24,WNA/IAEA,241.0
752,Xianning-1,29.66,114.67,China,CN,Planned,PWR,AP-1000,,,,,,WNA/Wikipedia,
753,Xianning-2,29.66,114.67,China,CN,Planned,PWR,AP-1000,,,,,,WNA/Wikipedia,
754,Xiaomoshan (Jiulongshan) 1,,,China,CN,Planned,PWR,,,,,,,WNA,
755,Xiaomoshan (Jiulongshan) 2,,,China,CN,Planned,PWR,,,,,,,WNA,
756,Yangjiang-1,21.706,112.256,China,CN,Operational,PWR,CPR-1000,2008-12-16,2014-03-25,,1021.0,2015-05-24,WNA/IAEA,881.0
757,Yangjiang-2,21.706,112.256,China,CN,Operational,PWR,CPR-1000,2009-06-04,2015-06-05,,1000.0,2015-08-23,WNA/IAEA,882.0
758,Yangjiang-3,21.706,112.256,China,CN,Operational,PWR,CPR-1000,2010-11-15,2016-01-01,,1000.0,2016-03-09,WNA/IAEA,931.0
759,Yangjiang-4,21.8575,111.9825,China,CN,Operational,PWR,CPR-1000,2012-11-17,2017-03-15,,1000.0,2017-09-25,WNA/IAEA,932.0
760,Yangjiang-5,21.8575,111.9825,China,CN,Operational,PWR,ACPR-1000,2013-09-18,2018-07-12,,1021.0,2019-06-02,IAEA,933.0
761,Yangjiang-6,21.8575,111.9825,China,CN,Operational,PWR,ACPR-1000,2013-12-23,2019-07-24,,1000.0,2019-11-22,IAEA,934.0
762,Yanjiashan-1,,,China,CN,Planned,PWR,,,,,,,WNA,
763,Yanjiashan-2,,,China,CN,Planned,PWR,,,,,,,WNA,
764,Yankee Rowe,42.728,-72.929,United States,US,Shutdown,PWR,PWR,1957-11-01,1961-07-01,1991-10-01,175.0,2015-05-24,WNA/IAEA,638.0
771,Zaporozhye-1,47.508,34.627,Ukraine,UA,Operational,PWR,VVER V-320,1980-04-01,1985-12-25,,950.0,2015-05-24,WNA/IAEA,584.0
772,Zaporozhye-2,47.508,34.627,Ukraine,UA,Operational,PWR,VVER V-320,1981-01-01,1986-02-15,,950.0,2015-05-24,WNA/IAEA,586.0
773,Zaporozhye-3,47.508,34.627,Ukraine,UA,Operational,PWR,VVER V-320,1982-04-01,1987-03-05,,950.0,2015-05-24,WNA/IAEA,594.0
774,Zaporozhye-4,47.508,34.627,Ukraine,UA,Operational,PWR,VVER V-320,1983-04-01,1988-04-14,,950.0,2015-05-24,WNA/IAEA,595.0
775,Zaporozhye-5,47.508,34.627,Ukraine,UA,Operational,PWR,VVER V-320,1985-11-01,1989-10-27,,950.0,2015-05-24,WNA/IAEA,566.0
776,Zaporozhye-6,47.508,34.627,Ukraine,UA,Operational,PWR,VVER V-320,1986-06-01,1996-09-17,,950.0,2015-05-24,WNA/IAEA,567.0
777,Zhangzhou-1,23.829167,117.491667,China,CN,Under Construction,PWR,HPR1000,2019-10-16,,,1126.0,2021-01-09,WNA/IAEA/Wikipedia,1083.0
778,Zion-1,42.446,-87.801,United States,US,Shutdown,PWR,WH 4LP,1968-12-01,1973-12-31,1998-02-13,1040.0,2017-02-10,WNA/IAEA,640.0
779,Zion-2,42.446,-87.801,United States,US,Shutdown,PWR,WH 4LP,1968-12-01,1974-09-17,1998-02-13,1040.0,2017-02-10,WNA/IAEA,646.0
780,Fangchenggang-3,21.6,108.3,China,CN,Under Construction,PWR,HPR1000,2015-12-24,,,1000.0,2016-03-09,IAEA,945.0
781,Barakah-4 (Braka),23.952748,52.203298,United Arab Emirates,AE,Under Construction,PWR,APR-1400,2015-07-30,,,1345.0,2016-03-09,IAEA,1053.0
783,KANUPP-2,24.845,66.79,Pakistan,PK,Operational,PWR,ACP-1000,2015-08-20,2021-05-21,,1014.0,2021-06-28,IAEA,1067.0
784,Fangchenggang-4,21.6,108.3,China,CN,Under Construction,PWR,HPR1000,2016-12-23,,,1000.0,2017-02-10,IAEA,946.0
785,KANUPP-3,24.845,66.79,Pakistan,PK,Under Construction,PWR,ACP-1000,2016-05-31,,,1014.0,2021-06-07,IAEA,1068.0
786,Rooppur-1,24.066667,89.047222,Bangladesh,BD,Under Construction,PWR,VVER V-523,2017-11-30,,,1080.0,2018-03-10,IAEA,1078.0
787,Kursk 2-1,51.674,35.607,Russia,RU,Under Construction,PWR,VVER V-510K,2018-04-29,,,1175.0,2019-06-02,IAEA,903.0
788,Rooppur-2,24.066667,89.047222,Bangladesh,BD,Under Construction,PWR,VVER V-523,2018-07-14,,,1080.0,2018-10-13,IAEA,1079.0
789,Kursk 2-2,51.674,35.607,Russia,RU,Under Construction,PWR,VVER V-510K,2019-04-15,,,1175.0,2019-06-02,IAEA,1008.0
790,Taipingling-1,22.693056,114.983333,China,CN,Under Construction,PWR,HPR1000,2019-12-26,,,1116.0,2020-06-05,IAEA,1084.0
791,Zhangzhou-2,23.829167,117.491667,China,CN,Under Construction,PWR,HPR-1000,2020-09-04,,,1126.0,2021-01-09,IAEA/Wikipedia,1090.0
792,Taipingling-2,22.693056,114.983333,China,CN,Under Construction,PWR,HPR1000,2020-10-15,,,1116.0,2021-01-09,IAEA,1091.0
793,Xiapu-1,26.803611,120.155,China,CN,Under Construction,FBR,CFR600,2017-12-29,,,642.0,2021-04-30,WNA/Wikipedia/IAEA,1101.0
794,Xiapu-2,26.803611,120.155,China,CN,Under Construction,FBR,CFR-600,2020-12-27,,,600.0,2021-02-13,WNA/Wikipedia,
795,Cernavoda-4,44.322,28.061,Romania,RO,Suspended Construction,PHWR,,1985-08-15,,,655.0,2021-02-13,IAEA/Wikipedia,
796,Cernavoda-5,44.322,28.061,Romania,RO,Cancelled Construction,PHWR,,1987-05-12,,,655.0,2021-02-13,IAEA/Wikipedia,
797,Zwentendorf,48.3544,15.8847,Austria,AT,Never Commissioned,BWR,,1972-04-04,,,692.0,2021-02-14,IAEA/Wikipedia,
798,SNR-300 (Kalkar),51.763056,6.326944,Germany,DE,Never Commissioned,FBR,SNR-300,1973-04-23,,,295.0,2021-02-14,IAEA/Wikipedia,
799,Sanaocun-1,27.201487,120.517974,China,CN,Under Construction,PWR,HRP1000,2020-12-31,,,1117.0,2021-02-14,IAEA/WNA,1094.0
800,CAP1400-1,36.965556,122.52,China,CN,Under Construction,PWR,CAP1400,2013-03-22,,,1534.0,2021-04-19,IAEA/Wikipedia,1085.0
801,CAP1400-2,36.965556,122.52,China,CN,Under Construction,PWR,CAP1400,2013-03-22,,,1534.0,2021-04-19,IAEA/Wikipedia,1086.0
802,Changjiang-3,19.46075,108.899917,China,CN,Under Construction,PWR,HPR1000,2021-03-31,,,1000.0,2021-06-28,IAEA/Wikipedia,941.0
803,Xudabao-1,40.351389,120.545833,China,CN,Planned,PWR,AP1000,,,,,2021-05-29,Wikipedia,
804,Xudabao-2,40.351389,120.545833,China,CN,Planned,PWR,AP1000,,,,,2021-05-29,Wikipedia,
805,Xudabao-3,40.351389,120.545833,China,CN,Under Construction,PWR,AES-2006,2021-07-28,,,1200.0,2021-09-30,WNA/Wikipedia/IAEA,1104.0
806,Xudabao-4,40.351389,120.545833,China,CN,Planned,PWR,VVER-1200,,,,,2021-05-29,Wikipedia,
807,Tianwan-7,34.6828,119.456,China,CN,Under Construction,PWR,VVER V-491,2021-05-19,,,,2021-05-29,WNA/Wikipedia,
808,Tianwan-8,34.6828,119.456,China,CN,Planned,PWR,VVER-1200,,,,,2021-05-29,Wikipedia,
809,Changjiang-4,19.46075,108.899917,China,CN,Planned,PWR,Hualong One,,,,,2021-05-29,Wikipedia,
810,Changjiang SMR-1,19.46007,108.88992,China,CN,Planned,PWR,ACP100,,,,,2021-06-12,WNA,
811,Changjiang SMR-2,,,China,CN,Planned,PWR,ACP100,,,,,2021-05-29,WNA,
812,Bohai Shipyard FNPP,,,China,CN,Planned,PWR,ACPR50S,,,,,2021-05-29,WNA,
813,Jiaodong Shipyard FNPP,,,China,CN,Planned,PWR,ACP100S,,,,,2021-05-29,WNA,
814,Shanwei-2,,,China,CN,Planned,PWR,,,,,,2021-05-29,WNA,
