name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
MORES,ENDESA GENERACIÓN S.A.,,41004.0,Morés,ES,0.32,Hydro,Run-of-river,,1985.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
PURROY,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Morés,ES,0.51,Hydro,Run-of-river,,1985.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
LOS RABANOS 1,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Rábanos (Los),ES,2.0,Hydro,Run-of-river,,1963.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
LOS RABANOS 2,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Rábanos (Los),ES,2.0,Hydro,Run-of-river,,1963.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
RIVERA 1,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Albalate del Arzobispo,ES,1.18,Hydro,Run-of-river,,1989.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SABIÑÁNIGO 1,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Sabiñánigo,ES,3.4,Hydro,Run-of-river,,1964.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SABIÑÁNIGO2,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Sabiñánigo,ES,3.4,Hydro,Run-of-river,,1964.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SALINAS,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Tella-Sin,ES,2.4,Hydro,Run-of-river,,1948.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAN MATEO,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,San Mateo de Gállego,ES,0.51,Hydro,Run-of-river,,1959.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
URDICETO 1,CONFEDERACION HIDROGRAFICA DEL EBRO,,50008.0,Bielsa,ES,3.6,Hydro,Reservoir,,1930.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
URDICETO 2,CONFEDERACION HIDROGRAFICA DEL EBRO,,50008.0,Bielsa,ES,3.6,Hydro,Reservoir,,1930.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
VILLANUA,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Villanúa,ES,11.0,Hydro,Run-of-river,,1978.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ARGONE 1,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Foradada del Toscar,ES,7.67,Hydro,Run-of-river,,1948.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ARGONE 2,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Foradada del Toscar,ES,7.26,Hydro,Run-of-river,,1958.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESPOT 1,ENDESA GENERACIÓN S.A.,,41004.0,Espot,ES,4.88,Hydro,Run-of-river,,1953.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESPOT 2,ENDESA GENERACIÓN S.A.,,41004.0,Espot,ES,4.88,Hydro,Run-of-river,,1953.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESTERRI 1,ENDESA GENERACIÓN S.A.,,41004.0,Esterri d'Àneu,ES,9.41,Hydro,Reservoir,,1958.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESTERRI 2,ENDESA GENERACIÓN S.A.,,41004.0,Esterri d'Àneu,ES,9.07,Hydro,Reservoir,,1958.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESTERRI 3,ENDESA GENERACIÓN S.A.,,41004.0,Esterri d'Àneu,ES,9.33,Hydro,Reservoir,,1984.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
LLADRES,ENDESA GENERACIÓN S.A.,,41004.0,Espot,ES,0.9,Hydro,Run-of-river,,1967.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
PASTERAL 1,ENDESA GENERACIÓN S.A.,,41004.0,Amer,ES,6.4,Hydro,Reservoir,,1962.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
PASTERAL II 1,ENDESA GENERACIÓN S.A.,,41004.0,Cellera de Ter (La),ES,0.88,Hydro,Run-of-river,,1961.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
PASTERAL II 2,ENDESA GENERACIÓN S.A.,,41004.0,Cellera de Ter (La),ES,0.7,Hydro,Run-of-river,,1962.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAN MAURICI 1,ENDESA GENERACIÓN S.A.,,41004.0,Espot,ES,5.03,Hydro,Reservoir,,1954.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAN MAURICI 2,ENDESA GENERACIÓN S.A.,,41004.0,Espot,ES,4.84,Hydro,Reservoir,,1954.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAN MAURICI 3,ENDESA GENERACIÓN S.A.,,41004.0,Espot,ES,5.2,Hydro,Reservoir,,1954.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAU 1,ENDESA GENERACIÓN S.A.,,41004.0,Vilanova de Sau,ES,28.0,Hydro,Reservoir,,1963.0,,41.968011,2.413018,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAU 2,ENDESA GENERACIÓN S.A.,,41004.0,Vilanova de Sau,ES,28.0,Hydro,Reservoir,,1964.0,,41.968011,2.413018,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SEIRA II 1,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Seira,ES,8.89,Hydro,Run-of-river,,1996.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SEIRA II 2,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Seira,ES,8.8,Hydro,Run-of-river,,1996.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SEIRA II 3,"CORPORACIÓN ACCIONA HIDRAULICA, S.L.",,28108.0,Seira,ES,19.3,Hydro,Run-of-river,,1996.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SUSQUEDA 1,ENDESA GENERACIÓN S.A.,,41004.0,Susqueda,ES,39.23,Hydro,Reservoir,,1967.0,,41.980234,2.525604,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SUSQUEDA 2,ENDESA GENERACIÓN S.A.,,41004.0,Susqueda,ES,36.9,Hydro,Reservoir,,1967.0,,41.980234,2.525604,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SUSQUEDA 3,ENDESA GENERACIÓN S.A.,,41004.0,Susqueda,ES,13.44,Hydro,Reservoir,,1981.0,,41.980234,2.525604,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
TORRASA,ENDESA GENERACIÓN S.A.,,41004.0,Espot,ES,4.23,Hydro,Reservoir,,1955.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
UNARRE,ENDESA GENERACIÓN S.A.,,41004.0,Esterri d'Àneu,ES,8.0,Hydro,Run-of-river,,1955.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
RICOBAYO II 1,"IBERDROLA GENERACIÓN, S.A.",,48009.0,Muelas del Pan,ES,158.0,Hydro,Reservoir,,1999.0,,41.526915,-5.986633,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
BERROCALILLO 2,HIDROJERTE S.L.U.,,10001.0,Plasencia,ES,0.34,Hydro,Reservoir,,1928.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
LINARES ARROYO GRUPO 2,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Maderuelo,ES,0.88,Hydro,Reservoir,,1961.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
GÜIMIL GRUPO 2,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Vilarmaior,ES,1.473,Hydro,Reservoir,,1984.0,,,,,Renewable energy,Hydro,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAN ROQUE GRUPO 1,"NATURGY GENERACIÓN, S.L.U.",,28033.0,San Roque,ES,373.09,Hard coal,Combined cycle,,2002.0,,36.195639,-5.413628,18WSROQ1-1234-06,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SAN ROQUE GRUPO 2,ENDESA GENERACIÓN S.A.,,41004.0,San Roque,ES,366.77,Hard coal,Combined cycle,,2002.0,,36.195639,-5.413628,18WSROQ2-1234-0Y,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CASTELLÓN,IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Castellón de la Plana/Castelló de la Plana,ES,793.19,Hard coal,Combined cycle,,2002.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BESÓS, GRUPO 3",ENDESA GENERACIÓN S.A.,,41004.0,Sant Adrià de Besòs,ES,419.32,Hard coal,Combined cycle,,2002.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CTCC CASTEJÓN, GRUPO 1","EDP ESPAÑA, S.A.U.",,33007.0,Castejón,ES,429.24,Hard coal,Combined cycle,,2002.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BESÓS, GRUPO 4","NATURGY GENERACIÓN, S.L.U.",,28033.0,Sant Adrià de Besòs,ES,406.58,Hard coal,Combined cycle,,2002.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ZIERBENA,"BAHÍA DE BIZKAIA ELECTRICIDAD, S.L.",,48001.0,Zierbena,ES,754.87,Hard coal,Combined cycle,,2003.0,,43.359035,-3.09211,18WBAHIAB-123-0X,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SNIACE,"SNIACE, S.A.",,28036.0,Torrelavega,ES,93.0,Hard coal,chp,yes,,,43.360549,-4.059074,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
EL MORELL-PERAFORT,"REPSOL QUÍMICA, S.A",,28046.0,Morell (El),ES,91.34700000000001,Hard coal,chp,yes,1999.0,,41.190917,1.221364,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MARINA DE CUDEYO (COGENERACIÓN 75,5)","REPSOL QUÍMICA, S.A",,28046.0,Marina de Cudeyo,ES,75.7,Hard coal,chp,yes,2001.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
REPSOL PUERTOLLANO,"REPSOL PETRÓLEO, S.A.",,28046.0,Puertollano,ES,84.0,Hard coal,chp,yes,1994.0,,38.673985,-4.0531760000000014,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
REPSOL PETRÓLEO TARRAGONA,"REPSOL PETRÓLEO, S.A.",,28046.0,Pobla de Mafumet (La),ES,83.57,Hard coal,chp,yes,2000.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
COMPLEJO INDUSTRIAL DE LA CORUÑA,"REPSOL PETRÓLEO, S.A.",,28046.0,Arteixo,ES,93.78,Hard coal,chp,yes,2001.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"CASTEJÓN, GRUPO A",IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Castejón,ES,380.772,Hard coal,Combined cycle,,2003.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
TARRAGONA,"TARRAGONA POWER, S.L.",,43006.0,Tarragona,ES,423.7,Hard coal,Combined cycle,,2004.0,,41.110242,1.180547,18WTAPOWER-12-0V,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"COGENERACIÓN, PLANTA A","ZABALGARBI, S.A.",,48008.0,Bilbao,ES,98.557,Hard coal,,,2004.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CAMPO DE GIBRALTAR GRUPO 10,"NATURGY GENERACIÓN, S.L.U.",,28033.0,San Roque,ES,384.61,Hard coal,Combined cycle,,2004.0,,36.183459,-5.392914,18WCAMGI10-12-07,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
CAMPO DE GIBRALTAR GRUPO 20,"CEPSA GAS Y ELECTRICIDAD, S.A.U.",,28046.0,San Roque,ES,378.79,Hard coal,Combined cycle,,2004.0,,36.183459,-5.392914,18WCAMGI20--1-0D,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
GE PLASTICS ESPAÑA,"ENERGYWORKS CARTAGENA, S.L.",,30390.0,Cartagena,ES,91.6,Hard coal,chp,yes,2004.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SANTURCE, GRUPO 4",IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Santurtzi,ES,402.64,Hard coal,Combined cycle,,2005.0,,43.33909600000001,-3.052938,18WSTC4-12345-0I,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
PALOS DE LA FRONTERA GRUPO 1,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Palos de la Frontera,ES,394.08,Hard coal,Combined cycle,,2004.0,,37.183318,-6.886317999999998,18WPALOS1-123-0Z,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ARCOS DE LA FRONTERA GRUPO 2,IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Arcos de la Frontera,ES,379.36,Hard coal,Combined cycle,,2005.0,,36.673002,-5.816132,18WARCOS2-123-06,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ARRÚBAL GRUPO 1,"CONTOUR GLOBAL LA RIOJA, S.L.",,28006.0,Arrúbal,ES,402.15,Hard coal,Combined cycle,,2005.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ARRÚBAL GRUPO 2,"CONTOUR GLOBAL LA RIOJA, S.L.",,28006.0,Arrúbal,ES,396.99,Hard coal,Combined cycle,,2005.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 8, VAPOR 4","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,60.0,Hard coal,,,1982.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"JINAMAR 9, VAPOR 5","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Palmas de Gran Canaria (Las),ES,60.0,Hard coal,,,1984.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BARRANCO DE TIRAJANA 3, VAPOR 1","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,San Bartolomé de Tirajana,ES,80.0,Hard coal,,,1996.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BARRANCO DE TIRAJANA 4, VAPOR 2","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,San Bartolomé de Tirajana,ES,80.0,Hard coal,,,1996.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BARRANCO DE TIRAJANA 5, GAS 3 (CC 1)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,San Bartolomé de Tirajana,ES,75.0,Hard coal,Combined cycle,,2003.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"BARRANCO DE TIRAJANA 6, GAS 4 (CC 1)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,San Bartolomé de Tirajana,ES,75.0,Hard coal,Combined cycle,,2003.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"GRANADILLA 5, VAPOR 1","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Granadilla de Abona,ES,80.0,Hard coal,,,1995.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"GRANADILLA 4, VAPOR 2","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Granadilla de Abona,ES,80.0,Hard coal,,,1995.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"GRANADILLA 7, GAS 3 (CC1)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Granadilla de Abona,ES,75.0,Hard coal,Combined cycle,,2003.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"GRANADILLA 8, GAS 4 (CC1)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Granadilla de Abona,ES,75.0,Hard coal,Combined cycle,,2004.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"COGENERACIÓN, PLANTA B","ZABALGARBI, S.A.",,48008.0,Bilbao,ES,90.0,Hard coal,,,,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ARCOS DE LA FRONTERA GRUPO 1,IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Arcos de la Frontera,ES,395.6,Hard coal,Combined cycle,,2005.0,,36.673002,-5.816132,18WARCOS1-123-0E,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
PALOS DE LA FRONTERA GRUPO 2,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Palos de la Frontera,ES,395.63,Hard coal,Combined cycle,,2005.0,,37.183318,-6.886317999999998,18WPALOS2-123-0R,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
AMOREBIETA,"BIZKAIA ENERGÍA, S.L.U.",,48340.0,Amorebieta-Etxano,ES,795.43,Hard coal,Combined cycle,,2005.0,,43.234597,-2.749908,18WAMBIETA-12-0S,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
PALOS DE LA FRONTERA GRUPO 3,"NATURGY GENERACIÓN, S.L.U.",,28033.0,Palos de la Frontera,ES,397.83,Hard coal,Combined cycle,,2005.0,,37.183318,-6.886317999999998,18WPALOS3-123-0J,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"ACECA, GRUPO 3",IBERDROLA GENERACIÓN TÉRMICA S.L.,,48009.0,Villaseca de la Sagra,ES,391.53,Hard coal,Combined cycle,,2005.0,,39.943972,-3.854838,18WACE3-12345-00,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"GRANADILLA 12, VAPOR 4 (CC2)","UNIÓN ELÉCTRICA DE CANARIAS GENERACIÓN, S.A.U.",,35008.0,Granadilla de Abona,ES,78.4,Hard coal,Combined cycle,,2011.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"ALCUDIA 1, GRUPO Nº 1","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Alcúdia,ES,125.0,Hard coal,Steam turbine,,1981.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"ALCUDIA 2, GRUPO Nº 2","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Alcúdia,ES,125.0,Hard coal,Steam turbine,,1982.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"ALCUDIA 5, GRUPO Nº 3","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Alcúdia,ES,130.0,Hard coal,Steam turbine,,1997.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"ALCUDIA 6, GRUPO Nº 4","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Alcúdia,ES,130.0,Hard coal,Steam turbine,,1997.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SON REUS 5, TURBINA DE GAS Nº 5","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,52.8,Hard coal,Combined cycle,,2001.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SON REUS 6, TURBINA DE GAS Nº 6","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,52.8,Hard coal,Combined cycle,,2001.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SON REUS 7, TURBINA DE GAS Nº 7","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,52.8,Hard coal,Combined cycle,,2001.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SON REUS TURBINA DE GAS Nº 8 (CC2),"GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,75.5,Hard coal,Combined cycle,,2003.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"SON REUS 9, TURBINA DE GAS Nº 9 (CC2)","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,75.5,Hard coal,Combined cycle,,2003.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SON REUS VAPOR 10,"GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,74.4,Hard coal,Combined cycle,,2002.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
"MAHÓN 14, TURBINA DE GAS Nº 3","GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Maó,ES,45.0,Hard coal,Gas turbine,,2004.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
SON REUS TURBINA DE VAPOR Nº 2 (CC2),"GAS Y ELECTRICIDAD GENERACIÓN, S.A.U",,7006.0,Palma,ES,75.0,Hard coal,Combined cycle,,2005.0,,,,,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESCOMBRERAS GRUPO 1,"ENGIE CARTAGENA, S.L.",,28043.0,Cartagena,ES,408.56,Hard coal,Combined cycle,,2006.0,,37.573129,-0.938909,18WESCCC1-123-0T,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESCOMBRERAS GRUPO 2,"ENGIE CARTAGENA, S.L.",,28043.0,Cartagena,ES,408.35,Hard coal,Combined cycle,,2006.0,,37.573129,-0.938909,18WESCCC2-123-0L,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
ESCOMBRERAS GRUPO 3,"ENGIE CARTAGENA, S.L.",,28043.0,Cartagena,ES,401.97,Hard coal,Combined cycle,,2006.0,,37.573129,-0.938909,18WESCCC3-123-0D,Fossil fuels,Hard coal,,,,https://sede.minetur.gob.es/en-US/datosabiertos/catalogo/registro-productores-electrica
